,name,type,wikipedia,abbrev,geometry
868,Seattle-Tacoma Int'l,major,http://en.wikipedia.org/wiki/Seattle-Tacoma_International_Airport,SEA,POINT (-122.30228972292387 47.44358191272591)
869,San Francisco Int'l,major,http://en.wikipedia.org/wiki/San_Francisco_International_Airport,SFO,POINT (-122.38347034444935 37.61702508680535)
870,Hongqiao,major,http://en.wikipedia.org/wiki/Shanghai_Hongqiao_International_Airport,SHA,POINT (121.34118378856714 31.187257431407843)
871,Sheremtyevo,major,http://en.wikipedia.org/wiki/Sheremetyevo_International_Airport,SVO,POINT (37.41596903484135 55.96644717251199)
872,Toronto-Pearson Int'l,major,http://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport,YYZ,POINT (-79.61141932474486 43.68095951863564)
873,Kingsford Smith,major,http://en.wikipedia.org/wiki/Kingsford_Smith_International_Airport,SYD,POINT (151.16606730560102 -33.936583205771655)
874,Helsinki Vantaa,major,http://en.wikipedia.org/wiki/Helsinki-Vantaa_Airport,HEL,POINT (24.968207866591406 60.31871589129821)
875,Charles de Gaulle Int'l,major,http://en.wikipedia.org/wiki/Charles_de_Gaulle_International_Airport,CDG,POINT (2.5418677673945727 49.01442009693855)
876,Berlin-Tegel Int'l,major,http://en.wikipedia.org/wiki/Berlin-Tegel_International_Airport,TXL,POINT (13.2903090925074 52.55442870441009)
877,Vienna Schwechat Int'l,major,http://en.wikipedia.org/wiki/Vienna_International_Airport,VIE,POINT (16.560767964212864 48.119756305253766)
878,Frankfurt Int'l,major,http://en.wikipedia.org/wiki/Frankfurt_Airport,FRA,POINT (8.571822869076076 50.05067708952074)
879,Leonardo da Vinci Int'l,major,http://en.wikipedia.org/wiki/Leonardo_da_Vinci_Airport,FCO,POINT (12.250100897363827 41.795078630739425)
880,Osaka Int'l,major,http://en.wikipedia.org/wiki/Osaka_International_Airport,ITM,POINT (135.4424752562494 34.790198084874866)
881,Gimpo Int'l,major,http://en.wikipedia.org/wiki/Gimpo_International_Airport,GMP,POINT (126.80239286027584 37.55730053995078)
882,Oslo Gardermoen,major,http://en.wikipedia.org/wiki/Gardermoen_Air_Station,OSL,POINT (11.099103276258118 60.193578317138616)
883,Juscelino Kubitschek Int'l,major,http://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,BSB,POINT (-47.92078851336254 -15.869998500282428)
884,Congonhas Int'l,major,http://en.wikipedia.org/wiki/Congonhas-S%C3%A3o_Paulo_International_Airport,CGH,POINT (-46.659115530219566 -23.626858827009997)
885,Rio de Janeiro-Antonio Carlos Jobim Int'l,major,http://en.wikipedia.org/wiki/Rio_de_Janeiro-Gale%C3%A3o_International_Airport,GIG,POINT (-43.248381379068306 -22.812343712500642)
886,Madrid Barajas,major,http://en.wikipedia.org/wiki/Madrid_Barajas_International_Airport,MAD,POINT (-3.569026654588628 40.46812827339225)
887,Luis Muñoz Marin,major,http://en.wikipedia.org/wiki/Luis_Mu%C3%B1oz_Mar%C3%ADn_International_Airport,SJU,POINT (-66.00422997575475 18.43807707349493)
888,Arlanda,major,http://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,ARN,POINT (17.930729901691585 59.65112033973721)
889,Soekarno-Hatta Int'l,major,http://en.wikipedia.org/wiki/Soekarno-Hatta_International_Airport,CGK,POINT (106.65429615117164 -6.126602955972902)
890,Eleftherios Venizelos Int'l,major,http://en.wikipedia.org/wiki/Athens_International_Airport,ATH,POINT (23.94711605540731 37.93623312992537)
891,Tokyo Int'l,major,https://en.wikipedia.org/wiki/Haneda_Airport,HND,POINT (139.7840464296291 35.54906083194637)
892,Suvarnabhumi Airport,major,https://en.wikipedia.org/wiki/Suvarnabhumi_Airport,BKK,POINT (100.75091020110649 13.692611677022558)
